kid	pa	ma	pair
3921	T112933_2013	T064862_2010	T064699_2010	T064862_2010--T064699_2010
3922	T112935_2013	T065515_2010	T065745_2010	T065515_2010--T065745_2010
3923	T112936_2013	T064561_2010	T064628_2010	T064561_2010--T064628_2010
3924	T112939_2013	T065051_2010	T064995_2010	T065051_2010--T064995_2010
3925	T112940_2013	T064903_2010	T064897_2010	T064903_2010--T064897_2010
3926	T112942_2013	T064570_2010	T064816_2010	T064570_2010--T064816_2010
3927	T112944_2013	T065527_2010	T065766_2010	T065527_2010--T065766_2010
3928	T112946_2013	T064584_2010	T064853_2010	T064584_2010--T064853_2010
3929	T112947_2013	T063998_2010	T064003_2010	T063998_2010--T064003_2010
3930	T112949_2013	T064799_2010	T064587_2010	T064799_2010--T064587_2010
3931	T112950_2013	T064832_2010	T064762_2010	T064832_2010--T064762_2010
3932	T112951_2013	T064635_2010	T064647_2010	T064635_2010--T064647_2010
3933	T112952_2013	T064821_2010	T064796_2010	T064821_2010--T064796_2010
3934	T112953_2013	T064806_2010	T064752_2010	T064806_2010--T064752_2010
3935	T112954_2013	T065753_2010	T065696_2010	T065753_2010--T065696_2010
3936	T112955_2013	T058431_2009	T104769_2009	T058431_2009--T104769_2009
3937	T112957_2013	T065056_2010	T064954_2010	T065056_2010--T064954_2010
3938	T112958_2013	T065768_2010	T065752_2010	T065768_2010--T065752_2010
3939	T112959_2013	T104850_2010	T104847_2010	T104850_2010--T104847_2010
3940	T112961_2013	T064800_2010	T064801_2010	T064800_2010--T064801_2010
3941	T112962_2013	T064945_2010	T065003_2010	T064945_2010--T065003_2010
3942	T112963_2013	T066154_2010	T066157_2010	T066154_2010--T066157_2010
3943	T112964_2013	T065079_2010	T064905_2010	T065079_2010--T064905_2010
3944	T112965_2013	T065020_2010	T064899_2010	T065020_2010--T064899_2010
3945	T112966_2013	T065039_2010	T064988_2010	T065039_2010--T064988_2010
3946	T112967_2013	T065768_2010	T065752_2010	T065768_2010--T065752_2010
3947	T112968_2013	T064051_2010	T062032_2010	T064051_2010--T062032_2010
3948	T112969_2013	T064808_2010	T064764_2010	T064808_2010--T064764_2010
3949	T112970_2013	T064676_2010	T064677_2010	T064676_2010--T064677_2010
3950	T112971_2013	T064828_2010	T064822_2010	T064828_2010--T064822_2010
3951	T112972_2013	T104829_2010	T064887_2010	T104829_2010--T064887_2010
3952	T112974_2013	T066502_2010	T064575_2010	T066502_2010--T064575_2010
3953	T112975_2013	T064882_2010	T065002_2010	T064882_2010--T065002_2010
3954	T112977_2013	T064521_2010	T064479_2010	T064521_2010--T064479_2010
3955	T112979_2013	T065717_2010	T065720_2010	T065717_2010--T065720_2010
3956	T112980_2013	T066226_2010	T066253_2010	T066226_2010--T066253_2010
3957	T112981_2013	T064799_2010	T064587_2010	T064799_2010--T064587_2010
3958	T112982_2013	T065000_2010	T065003_2010	T065000_2010--T065003_2010
3959	T112983_2013	T065717_2010	T065720_2010	T065717_2010--T065720_2010
3960	T112986_2013	T065555_2010	T065750_2010	T065555_2010--T065750_2010
3961	T112987_2013	T064903_2010	T064897_2010	T064903_2010--T064897_2010
3962	T112988_2013	T065069_2010	T064952_2010	T065069_2010--T064952_2010
3963	T112989_2013	T065564_2010	T065707_2010	T065564_2010--T065707_2010
3964	T112990_2013	T064577_2010	T064585_2010	T064577_2010--T064585_2010
3965	T112992_2013	T064697_2010	T064816_2010	T064697_2010--T064816_2010
3966	T112993_2013	T065539_2010	T065561_2010	T065539_2010--T065561_2010
3967	T112995_2013	T062005_2010	T062006_2010	T062005_2010--T062006_2010
3968	T112996_2013	T064821_2010	T064796_2010	T064821_2010--T064796_2010
3969	T112998_2013	T064461_2010	T064448_2010	T064461_2010--T064448_2010
3970	T112999_2013	T065034_2010	T064950_2010	T065034_2010--T064950_2010
3971	T113000_2013	T064878_2010	T064879_2010	T064878_2010--T064879_2010
3972	T113001_2013	T064997_2010	T065002_2010	T064997_2010--T065002_2010
3973	T113002_2013	T065540_2010	T065708_2010	T065540_2010--T065708_2010
3974	T113003_2013	T065515_2010	T065745_2010	T065515_2010--T065745_2010
3975	T113004_2013	T064572_2010	T064573_2010	T064572_2010--T064573_2010
3976	T113005_2013	T064953_2010	T064889_2010	T064953_2010--T064889_2010
3977	T113006_2013	T064892_2010	T065008_2010	T064892_2010--T065008_2010
3978	T113007_2013	T065563_2010	T065584_2010	T065563_2010--T065584_2010
3979	T113008_2013	T065538_2010	T065544_2010	T065538_2010--T065544_2010
3980	T113009_2013	T063980_2010	T064388_2010	T063980_2010--T064388_2010
3981	T113010_2013	T064613_2010	T064609_2010	T064613_2010--T064609_2010
3982	T113011_2013	T065041_2010	T064876_2010	T065041_2010--T064876_2010
3983	T113012_2013	T064888_2010	T064955_2010	T064888_2010--T064955_2010
3984	T113014_2013	T065007_2010	T064897_2010	T065007_2010--T064897_2010
3985	T113015_2013	T064894_2010	T064911_2010	T064894_2010--T064911_2010
3986	T113016_2013	T065580_2010	T065751_2010	T065580_2010--T065751_2010
3987	T113017_2013	T064790_2010	T064669_2010	T064790_2010--T064669_2010
3988	T113019_2013	T064499_2010	T064538_2010	T064499_2010--T064538_2010
3989	T113020_2013	T065022_2010	T064898_2010	T065022_2010--T064898_2010
3990	T113021_2013	T064593_2010	T064592_2010	T064593_2010--T064592_2010
3991	T113022_2013	T064434_2010	T063979_2010	T064434_2010--T063979_2010
3992	T113023_2013	T059587_2009	T059586_2009	T059587_2009--T059586_2009
3993	T113024_2013	T064945_2010	T065003_2010	T064945_2010--T065003_2010
3994	T113026_2013	T064634_2010	T064716_2010	T064634_2010--T064716_2010
3995	T113029_2013	T064616_2010	T064609_2010	T064616_2010--T064609_2010
3996	T113030_2013	T064565_2010	T064602_2010	T064565_2010--T064602_2010
3997	T113032_2013	T065071_2010	T064947_2010	T065071_2010--T064947_2010
3998	T113034_2013	T065083_2010	T065073_2010	T065083_2010--T065073_2010
3999	T113035_2013	T065709_2010	T065716_2010	T065709_2010--T065716_2010
4000	T113036_2013	T065571_2010	T065541_2010	T065571_2010--T065541_2010
4001	T113037_2013	T064680_2010	T064695_2010	T064680_2010--T064695_2010
4002	T113038_2013	T065292_2010	T065765_2010	T065292_2010--T065765_2010
4003	T113040_2013	T065275_2010	T065288_2010	T065275_2010--T065288_2010
4004	T113041_2013	T065586_2010	T065754_2010	T065586_2010--T065754_2010
4005	T113042_2013	T064799_2010	T064587_2010	T064799_2010--T064587_2010
4006	T113043_2013	T065062_2010	T065066_2010	T065062_2010--T065066_2010
4007	T113045_2013	T066293_2010	T066211_2010	T066293_2010--T066211_2010
4008	T113046_2013	T062005_2010	T062006_2010	T062005_2010--T062006_2010
4009	T113047_2013	T064726_2010	T064542_2010	T064726_2010--T064542_2010
4010	T113048_2013	T065095_2010	T064995_2010	T065095_2010--T064995_2010
4011	T113049_2013	T064766_2010	T064827_2010	T064766_2010--T064827_2010
4012	T113051_2013	T064503_2010	T064358_2010	T064503_2010--T064358_2010
4013	T113052_2013	T064888_2010	T064955_2010	T064888_2010--T064955_2010
4014	T113053_2013	T064789_2010	T064641_2010	T064789_2010--T064641_2010
4015	T113054_2013	T064958_2010	T065107_2010	T064958_2010--T065107_2010
4016	T113055_2013	T065775_2010	T065567_2010	T065775_2010--T065567_2010
4017	T113056_2013	T066221_2010	T066158_2010	T066221_2010--T066158_2010
4018	T113059_2013	T064727_2010	T064728_2010	T064727_2010--T064728_2010
4019	T113060_2013	T065564_2010	T065707_2010	T065564_2010--T065707_2010
4020	T113063_2013	T064845_2010	T064661_2010	T064845_2010--T064661_2010
4021	T113064_2013	T065056_2010	T064954_2010	T065056_2010--T064954_2010
4022	T113065_2013	T065782_2010	T065566_2010	T065782_2010--T065566_2010
4023	T113066_2013	T064977_2010	T065091_2010	T064977_2010--T065091_2010
4024	T113067_2013	T065297_2010	T065746_2010	T065297_2010--T065746_2010
4025	T113068_2013	T064923_2010	T065050_2010	T064923_2010--T065050_2010
4026	T113069_2013	T064565_2010	T064602_2010	T064565_2010--T064602_2010
4027	T113070_2013	T064852_2010	T064590_2010	T064852_2010--T064590_2010
4028	T113073_2013	T064745_2010	T064796_2010	T064745_2010--T064796_2010
4029	T113074_2013	T064579_2010	T064595_2010	T064579_2010--T064595_2010
4030	T113075_2013	T064917_2010	T064921_2010	T064917_2010--T064921_2010
4031	T113076_2013	T065069_2010	T064952_2010	T065069_2010--T064952_2010
4032	T113077_2013	T064880_2010	T064956_2010	T064880_2010--T064956_2010
4033	T113078_2013	T062013_2010	T064427_2010	T062013_2010--T064427_2010
4034	T113079_2013	T064513_2010	T062043_2010	T064513_2010--T062043_2010
4035	T113080_2013	T065063_2010	T064947_2010	T065063_2010--T064947_2010
4036	T113082_2013	T064880_2010	T065075_2010	T064880_2010--T065075_2010
4037	T113083_2013	T062009_2010	T064374_2010	T062009_2010--T064374_2010
4038	T113084_2013	T065725_2010	T065587_2010	T065725_2010--T065587_2010
4039	T113085_2013	T064924_2010	T064920_2010	T064924_2010--T064920_2010
4040	T113086_2013	T064862_2010	T064699_2010	T064862_2010--T064699_2010
4041	T113088_2013	T066206_2010	T104846_2010	T066206_2010--T104846_2010
4042	T113090_2013	T066159_2010	T066170_2010	T066159_2010--T066170_2010
4043	T113092_2013	T104828_2010	T064881_2010	T104828_2010--T064881_2010
4044	T113093_2013	T065730_2010	T065510_2010	T065730_2010--T065510_2010
4045	T113095_2013	T065084_2010	T065055_2010	T065084_2010--T065055_2010
4046	T113096_2013	T064900_2010	T064898_2010	T064900_2010--T064898_2010
4047	T113098_2013	T065037_2010	T065011_2010	T065037_2010--T065011_2010
4048	T113101_2013	T062009_2010	T064374_2010	T062009_2010--T064374_2010
4049	T113102_2013	T064404_2010	T063991_2010	T064404_2010--T063991_2010
4050	T113103_2013	T065030_2010	T065010_2010	T065030_2010--T065010_2010
4051	T113104_2013	T064021_2010	T061991_2010	T064021_2010--T061991_2010
4052	T113105_2013	T064882_2010	T065002_2010	T064882_2010--T065002_2010
4053	T113106_2013	T065538_2010	T065544_2010	T065538_2010--T065544_2010
4054	T113107_2013	T065038_2010	T065109_2010	T065038_2010--T065109_2010
4055	T113108_2013	T064057_2010	T064027_2010	T064057_2010--T064027_2010
4056	T113110_2013	T064847_2010	T064694_2010	T064847_2010--T064694_2010
4057	T113111_2013	T065717_2010	T065720_2010	T065717_2010--T065720_2010
4058	T113112_2013	T064812_2010	T064761_2010	T064812_2010--T064761_2010
4059	T113113_2013	T064829_2010	T064574_2010	T064829_2010--T064574_2010
4060	T113114_2013	T063978_2010	T064024_2010	T063978_2010--T064024_2010
4061	T113115_2013	T056573_2009	T056574_2009	T056573_2009--T056574_2009
4062	T113116_2013	T065111_2010	T065105_2010	T065111_2010--T065105_2010
4063	T113117_2013	T056494_2009	T056495_2009	T056494_2009--T056495_2009
4064	T113118_2013	T104829_2010	T064887_2010	T104829_2010--T064887_2010
4065	T113119_2013	T064379_2010	T064424_2010	T064379_2010--T064424_2010
4066	T113120_2013	T066502_2010	T064575_2010	T066502_2010--T064575_2010
4067	T113122_2013	T065063_2010	T064947_2010	T065063_2010--T064947_2010
4068	T113123_2013	T065068_2010	T064976_2010	T065068_2010--T064976_2010
4069	T113124_2013	T064025_2010	T064438_2010	T064025_2010--T064438_2010
4070	T113126_2013	T065065_2010	T064975_2010	T065065_2010--T064975_2010
4071	T113127_2013	T059902_2009	T059900_2009	T059902_2009--T059900_2009
4072	T113128_2013	T065744_2010	T065770_2010	T065744_2010--T065770_2010
4073	T113129_2013	T065293_2010	T065523_2010	T065293_2010--T065523_2010
4074	T113131_2013	T063976_2010	T064485_2010	T063976_2010--T064485_2010
4075	T113132_2013	T065300_2010	T065553_2010	T065300_2010--T065553_2010
4076	T113133_2013	T064880_2010	T064956_2010	T064880_2010--T064956_2010
4077	T113134_2013	T065530_2010	T065531_2010	T065530_2010--T065531_2010
4078	T113136_2013	T065110_2010	T065047_2010	T065110_2010--T065047_2010
4079	T113137_2013	T064745_2010	T064795_2010	T064745_2010--T064795_2010
4080	T113138_2013	T065725_2010	T065587_2010	T065725_2010--T065587_2010
4081	T113139_2013	T065069_2010	T064952_2010	T065069_2010--T064952_2010
4082	T113140_2013	T063969_2010	T104821_2010	T063969_2010--T104821_2010
4083	T113142_2013	T064741_2010	T064830_2010	T064741_2010--T064830_2010
4084	T113143_2013	T065039_2010	T064993_2010	T065039_2010--T064993_2010
4085	T113145_2013	T065530_2010	T065531_2010	T065530_2010--T065531_2010
4086	T113146_2013	T065069_2010	T064952_2010	T065069_2010--T064952_2010
4087	T113147_2013	T064832_2010	T064655_2010	T064832_2010--T064655_2010
4088	T113148_2013	T064945_2010	T065087_2010	T064945_2010--T065087_2010
4089	T113149_2013	T066267_2010	T066279_2010	T066267_2010--T066279_2010
4090	T113150_2013	T065560_2010	T065309_2010	T065560_2010--T065309_2010
4091	T113151_2013	T056668_2009	T056672_2009	T056668_2009--T056672_2009
4092	T113152_2013	T064928_2010	T065040_2010	T064928_2010--T065040_2010
4093	T113153_2013	T064799_2010	T064587_2010	T064799_2010--T064587_2010
4094	T113154_2013	T064725_2010	T064691_2010	T064725_2010--T064691_2010
4095	T113155_2013	T063967_2010	T064465_2010	T063967_2010--T064465_2010
4096	T113156_2013	T065007_2010	T064897_2010	T065007_2010--T064897_2010
4097	T113157_2013	T064880_2010	T064956_2010	T064880_2010--T064956_2010
4098	T113158_2013	T064967_2010	T065060_2010	T064967_2010--T065060_2010
4099	T113159_2013	T065111_2010	T065105_2010	T065111_2010--T065105_2010
4100	T113160_2013	T064577_2010	T064585_2010	T064577_2010--T064585_2010
4101	T113161_2013	T065065_2010	T064975_2010	T065065_2010--T064975_2010
4102	T113162_2013	T064800_2010	T064801_2010	T064800_2010--T064801_2010
4103	T113163_2013	T065771_2010	T065743_2010	T065771_2010--T065743_2010
4104	T113164_2013	T064440_2010	T064426_2010	T064440_2010--T064426_2010
4105	T113166_2013	T065054_2010	T065074_2010	T065054_2010--T065074_2010
4106	T113167_2013	T065516_2010	T065767_2010	T065516_2010--T065767_2010
4107	T113168_2013	T065758_2010	T065579_2010	T065758_2010--T065579_2010
4108	T113169_2013	T064521_2010	T064479_2010	T064521_2010--T064479_2010
4109	T113171_2013	T064945_2010	T065003_2010	T064945_2010--T065003_2010
4110	T113172_2013	T065509_2010	T065506_2010	T065509_2010--T065506_2010
4111	T113173_2013	T065297_2010	T065746_2010	T065297_2010--T065746_2010
4112	T113174_2013	T065717_2010	T065720_2010	T065717_2010--T065720_2010
4113	T113176_2013	T064967_2010	T065060_2010	T064967_2010--T065060_2010
4114	T113177_2013	T065020_2010	T065109_2010	T065020_2010--T065109_2010
4115	T113178_2013	T104829_2010	T064887_2010	T104829_2010--T064887_2010
4116	T113179_2013	T064690_2010	T064672_2010	T064690_2010--T064672_2010
4117	T113180_2013	T064893_2010	T065082_2010	T064893_2010--T065082_2010
4118	T113182_2013	T065068_2010	T064976_2010	T065068_2010--T064976_2010
4119	T113184_2013	T065768_2010	T065752_2010	T065768_2010--T065752_2010
4120	T113185_2013	T064806_2010	T064752_2010	T064806_2010--T064752_2010
4121	T113186_2013	T065020_2010	T064911_2010	T065020_2010--T064911_2010
4122	T113187_2013	T104829_2010	T064887_2010	T104829_2010--T064887_2010
4123	T113188_2013	T059587_2009	T059586_2009	T059587_2009--T059586_2009
4124	T113189_2013	T064821_2010	T064796_2010	T064821_2010--T064796_2010
4125	T113190_2013	T064583_2010	T064592_2010	T064583_2010--T064592_2010
4126	T113191_2013	T065571_2010	T065541_2010	T065571_2010--T065541_2010
4127	T113192_2013	T065534_2010	T065533_2010	T065534_2010--T065533_2010
4128	T113193_2013	T066502_2010	T064575_2010	T066502_2010--T064575_2010
4129	T113194_2013	T065045_2010	T065066_2010	T065045_2010--T065066_2010
4130	T113196_2013	T065069_2010	T064952_2010	T065069_2010--T064952_2010
4131	T113197_2013	T065768_2010	T065752_2010	T065768_2010--T065752_2010
4132	T113198_2013	T065081_2010	T065078_2010	T065081_2010--T065078_2010
4133	T113199_2013	T064945_2010	T065003_2010	T064945_2010--T065003_2010
4134	T113200_2013	T064912_2010	T065075_2010	T064912_2010--T065075_2010
4135	T113201_2013	T064868_2010	T064630_2010	T064868_2010--T064630_2010
4136	T113203_2013	T065543_2010	T104840_2010	T065543_2010--T104840_2010
4137	T113204_2013	T059561_2009	T059635_2009	T059561_2009--T059635_2009
4138	T113205_2013	T064927_2010	T064999_2010	T064927_2010--T064999_2010
4139	T113206_2013	T065064_2010	T065067_2010	T065064_2010--T065067_2010
4140	T113207_2013	T064979_2010	T064887_2010	T064979_2010--T064887_2010
4141	T113208_2013	T056593_2009	T056479_2009	T056593_2009--T056479_2009
4142	T113209_2013	T064880_2010	T065075_2010	T064880_2010--T065075_2010
4143	T113211_2013	T065697_2010	T065588_2010	T065697_2010--T065588_2010
4144	T113212_2013	T064828_2010	T064822_2010	T064828_2010--T064822_2010
4145	T113213_2013	T064593_2010	T064592_2010	T064593_2010--T064592_2010
4146	T113214_2013	T065564_2010	T065707_2010	T065564_2010--T065707_2010
4147	T113215_2013	T065555_2010	T065750_2010	T065555_2010--T065750_2010
4148	T113216_2013	T064572_2010	T064573_2010	T064572_2010--T064573_2010
4149	T113217_2013	T065526_2010	T065542_2010	T065526_2010--T065542_2010
4150	T113218_2013	T064636_2010	T064601_2010	T064636_2010--T064601_2010
4151	T113219_2013	T065575_2010	T065573_2010	T065575_2010--T065573_2010
4152	T113220_2013	T064591_2010	T064592_2010	T064591_2010--T064592_2010
4153	T113221_2013	T064983_2010	T065099_2010	T064983_2010--T065099_2010
4154	T113222_2013	T065580_2010	T065751_2010	T065580_2010--T065751_2010
4155	T113223_2013	T065284_2010	T065507_2010	T065284_2010--T065507_2010
4156	T113224_2013	T064923_2010	T065050_2010	T064923_2010--T065050_2010
4157	T113226_2013	T065576_2010	T065524_2010	T065576_2010--T065524_2010
4158	T113227_2013	T064589_2010	T064596_2010	T064589_2010--T064596_2010
4159	T113228_2013	T065515_2010	T065745_2010	T065515_2010--T065745_2010
4160	T113229_2013	T065291_2010	T065290_2010	T065291_2010--T065290_2010
4161	T113230_2013	T056575_2009	T056576_2009	T056575_2009--T056576_2009
4162	T113232_2013	T065071_2010	T064947_2010	T065071_2010--T064947_2010
4163	T113233_2013	T064558_2010	T064557_2010	T064558_2010--T064557_2010
4164	T113234_2013	T065571_2010	T065541_2010	T065571_2010--T065541_2010
4165	T113235_2013	T065710_2010	T065556_2010	T065710_2010--T065556_2010
4166	T113236_2013	T064408_2010	T064534_2010	T064408_2010--T064534_2010
4167	T113237_2013	T065772_2010	T065302_2010	T065772_2010--T065302_2010
4168	T113238_2013	T063978_2010	T064024_2010	T063978_2010--T064024_2010
4169	T113240_2013	T064543_2010	T064709_2010	T064543_2010--T064709_2010
4170	T113242_2013	T065768_2010	T065752_2010	T065768_2010--T065752_2010
4171	T113243_2013	T065061_2010	T064965_2010	T065061_2010--T064965_2010
4172	T113244_2013	T064051_2010	T062032_2010	T064051_2010--T062032_2010
4173	T113245_2013	T065000_2010	T065003_2010	T065000_2010--T065003_2010
4174	T113246_2013	T065698_2010	T065593_2010	T065698_2010--T065593_2010
4175	T113247_2013	T066159_2010	T066170_2010	T066159_2010--T066170_2010
4176	T113249_2013	T064894_2010	T064911_2010	T064894_2010--T064911_2010
4177	T113250_2013	T065111_2010	T065105_2010	T065111_2010--T065105_2010
4178	T113251_2013	T065030_2010	T065010_2010	T065030_2010--T065010_2010
4179	T113252_2013	T064580_2010	T064586_2010	T064580_2010--T064586_2010
4180	T113253_2013	T064726_2010	T064542_2010	T064726_2010--T064542_2010
4181	T113255_2013	T064903_2010	T064897_2010	T064903_2010--T064897_2010
4182	T113258_2013	T065310_2010	T065559_2010	T065310_2010--T065559_2010
4183	T113259_2013	T064888_2010	T064955_2010	T064888_2010--T064955_2010
4184	T113260_2013	T064979_2010	T064885_2010	T064979_2010--T064885_2010
4185	T113262_2013	T064579_2010	T064595_2010	T064579_2010--T064595_2010
4186	T113263_2013	T064931_2010	T064935_2010	T064931_2010--T064935_2010
