kid	pa	ma	pair
3553	T105032_2012	T056593_2009	T056479_2009	T056593_2009--T056479_2009
3554	T105033_2012	T104794_2009	T059864_2009	T104794_2009--T059864_2009
3555	T105034_2012	T058465_2009	T058458_2009	T058465_2009--T058458_2009
3556	T105035_2012	T059853_2009	T059954_2009	T059853_2009--T059954_2009
3557	T105036_2012	T059915_2009	T059820_2009	T059915_2009--T059820_2009
3558	T105037_2012	T059897_2009	T104782_2009	T059897_2009--T104782_2009
3559	T105038_2012	T104747_2009	T056617_2009	T104747_2009--T056617_2009
3560	T105039_2012	T056413_2009	T056414_2009	T056413_2009--T056414_2009
3561	T105040_2012	T059935_2009	T059874_2009	T059935_2009--T059874_2009
3562	T105041_2012	T059905_2009	T059910_2009	T059905_2009--T059910_2009
3563	T105044_2012	T059814_2009	T059796_2009	T059814_2009--T059796_2009
3564	T105045_2012	T059929_2009	T059925_2009	T059929_2009--T059925_2009
3565	T105046_2012	T058555_2009	T057428_2009	T058555_2009--T057428_2009
3566	T105047_2012	T056596_2009	T104742_2009	T056596_2009--T104742_2009
3567	T105048_2012	T059555_2009	T059556_2009	T059555_2009--T059556_2009
3568	T105049_2012	T057430_2009	T057432_2009	T057430_2009--T057432_2009
3569	T105050_2012	T059574_2009	T104808_2009	T059574_2009--T104808_2009
3570	T105052_2012	T059810_2009	T059903_2009	T059810_2009--T059903_2009
3571	T105053_2012	T057150_2009	T058484_2009	T057150_2009--T058484_2009
3572	T105054_2012	T059554_2009	T059551_2009	T059554_2009--T059551_2009
3573	T105055_2012	T059942_2009	T059881_2009	T059942_2009--T059881_2009
3574	T105056_2012	T056404_2009	T056389_2009	T056404_2009--T056389_2009
3575	T105059_2012	T057148_2009	T057145_2009	T057148_2009--T057145_2009
3576	T105060_2012	T057436_2009	T058402_2009	T057436_2009--T058402_2009
3577	T105061_2012	T104794_2009	T059882_2009	T104794_2009--T059882_2009
3578	T105062_2012	T104791_2009	T059866_2009	T104791_2009--T059866_2009
3579	T105063_2012	T059939_2009	T059886_2009	T059939_2009--T059886_2009
3580	T105064_2012	T104794_2009	T104786_2009	T104794_2009--T104786_2009
3581	T105065_2012	T056598_2009	T056599_2009	T056598_2009--T056599_2009
3582	T105066_2012	T059640_2009	T059602_2009	T059640_2009--T059602_2009
3583	T105067_2012	T056620_2009	T056622_2009	T056620_2009--T056622_2009
3584	T105068_2012	T058470_2009	T058472_2009	T058470_2009--T058472_2009
3585	T105070_2012	T058549_2009	T104762_2009	T058549_2009--T104762_2009
3586	T105072_2012	T057142_2009	T057144_2009	T057142_2009--T057144_2009
3587	T105073_2012	T058524_2009	T058521_2009	T058524_2009--T058521_2009
3588	T105074_2012	T059640_2009	T059602_2009	T059640_2009--T059602_2009
3589	T105075_2012	T057436_2009	T058402_2009	T057436_2009--T058402_2009
3590	T105077_2012	T104788_2009	T059927_2009	T104788_2009--T059927_2009
3591	T105078_2012	T056620_2009	T056622_2009	T056620_2009--T056622_2009
3592	T105079_2012	T059793_2009	T059955_2009	T059793_2009--T059955_2009
3593	T105080_2012	T059639_2009	T059592_2009	T059639_2009--T059592_2009
3594	T105081_2012	T056503_2009	T056458_2009	T056503_2009--T056458_2009
3595	T105082_2012	T059755_2009	T059743_2009	T059755_2009--T059743_2009
3596	T105083_2012	T059939_2009	T059883_2009	T059939_2009--T059883_2009
3597	T105084_2012	T059599_2009	T104800_2009	T059599_2009--T104800_2009
3598	T105085_2012	T056460_2009	T056676_2009	T056460_2009--T056676_2009
3599	T105086_2012	T056571_2009	T056572_2009	T056571_2009--T056572_2009
3600	T105087_2012	T056413_2009	T056414_2009	T056413_2009--T056414_2009
3601	T105088_2012	T056472_2009	T056581_2009	T056472_2009--T056581_2009
3602	T105090_2012	T056383_2009	T056411_2009	T056383_2009--T056411_2009
3603	T105091_2012	T056659_2009	T056661_2009	T056659_2009--T056661_2009
3604	T105092_2012	T059825_2009	T104781_2009	T059825_2009--T104781_2009
3605	T105093_2012	T056566_2009	T056463_2009	T056566_2009--T056463_2009
3606	T105094_2012	T058586_2009	T058970_2009	T058586_2009--T058970_2009
3607	T105095_2012	T059574_2009	T104808_2009	T059574_2009--T104808_2009
3608	T105096_2012	T059624_2009	T059621_2009	T059624_2009--T059621_2009
3609	T105097_2012	T056072_2008	T056149_2008	T056072_2008--T056149_2008
3610	T105098_2012	T056597_2009	T056553_2009	T056597_2009--T056553_2009
3611	T105099_2012	T058532_2009	T058533_2009	T058532_2009--T058533_2009
3612	T105100_2012	T059879_2009	T059816_2009	T059879_2009--T059816_2009
3613	T105101_2012	T059830_2009	T104787_2009	T059830_2009--T104787_2009
3614	T105103_2012	T059846_2009	T104815_2009	T059846_2009--T104815_2009
3615	T105104_2012	T104759_2009	T058400_2009	T104759_2009--T058400_2009
3616	T105105_2012	T104774_2009	T058447_2009	T104774_2009--T058447_2009
3617	T105106_2012	T059773_2009	T059727_2009	T059773_2009--T059727_2009
3618	T105107_2012	T058492_2009	T058443_2009	T058492_2009--T058443_2009
3619	T105108_2012	T058519_2009	T058520_2009	T058519_2009--T058520_2009
3620	T105109_2012	T059601_2009	T059622_2009	T059601_2009--T059622_2009
3621	T105110_2012	T059808_2009	T104793_2009	T059808_2009--T104793_2009
3622	T105114_2012	T056657_2009	T056658_2009	T056657_2009--T056658_2009
3623	T105116_2012	T058465_2009	T058466_2009	T058465_2009--T058466_2009
3624	T105120_2012	T056635_2009	T056629_2009	T056635_2009--T056629_2009
3625	T105121_2012	T056577_2009	T056578_2009	T056577_2009--T056578_2009
3626	T105122_2012	T059808_2009	T104793_2009	T059808_2009--T104793_2009
3627	T105123_2012	T059935_2009	T059835_2009	T059935_2009--T059835_2009
3628	T105124_2012	T104784_2009	T059951_2009	T104784_2009--T059951_2009
3629	T105125_2012	T056642_2009	T056644_2009	T056642_2009--T056644_2009
3630	T105126_2012	T059792_2009	T059836_2009	T059792_2009--T059836_2009
3631	T105127_2012	T058444_2009	T058500_2009	T058444_2009--T058500_2009
3632	T105128_2012	T059601_2009	T059622_2009	T059601_2009--T059622_2009
3633	T105129_2012	T059905_2009	T059910_2009	T059905_2009--T059910_2009
3634	T105131_2012	T056465_2009	T056682_2009	T056465_2009--T056682_2009
3635	T105132_2012	T056597_2009	T056553_2009	T056597_2009--T056553_2009
3636	T105133_2012	T059772_2009	T059771_2009	T059772_2009--T059771_2009
3637	T105134_2012	T104791_2009	T059866_2009	T104791_2009--T059866_2009
3638	T105135_2012	T059818_2009	T059950_2009	T059818_2009--T059950_2009
3639	T105136_2012	T104791_2009	T059918_2009	T104791_2009--T059918_2009
3640	T105137_2012	T059875_2009	T059946_2009	T059875_2009--T059946_2009
3641	T105138_2012	T059837_2009	T059839_2009	T059837_2009--T059839_2009
3642	T105139_2012	T056663_2009	T056664_2009	T056663_2009--T056664_2009
3643	T105141_2012	T104801_2009	T059591_2009	T104801_2009--T059591_2009
3644	T105142_2012	T059577_2009	T104807_2009	T059577_2009--T104807_2009
3645	T105143_2012	T059803_2009	T104779_2009	T059803_2009--T104779_2009
3646	T105144_2012	T058439_2009	T104761_2009	T058439_2009--T104761_2009
3647	T105145_2012	T059755_2009	T059774_2009	T059755_2009--T059774_2009
3648	T105146_2012	T059879_2009	T059880_2009	T059879_2009--T059880_2009
3649	T105147_2012	T058414_2009	T058456_2009	T058414_2009--T058456_2009
3650	T105148_2012	T059637_2009	T059612_2009	T059637_2009--T059612_2009
3651	T105151_2012	T056655_2009	T056482_2009	T056655_2009--T056482_2009
3652	T105152_2012	T085164_2009	T056394_2009	T085164_2009--T056394_2009
3653	T105154_2012	T059810_2009	T059903_2009	T059810_2009--T059903_2009
3654	T105155_2012	T059879_2009	T059941_2009	T059879_2009--T059941_2009
3655	T105156_2012	T059624_2009	T059597_2009	T059624_2009--T059597_2009
3656	T105157_2012	T056677_2009	T056464_2009	T056677_2009--T056464_2009
3657	T105159_2012	T059853_2009	T059852_2009	T059853_2009--T059852_2009
3658	T105160_2012	T057137_2009	T057138_2009	T057137_2009--T057138_2009
3659	T105162_2012	T059637_2009	T059612_2009	T059637_2009--T059612_2009
3660	T105163_2012	T058444_2009	T058500_2009	T058444_2009--T058500_2009
3661	T105165_2012	T085164_2009	T056393_2009	T085164_2009--T056393_2009
3662	T105166_2012	T059935_2009	T059943_2009	T059935_2009--T059943_2009
3663	T105168_2012	T059902_2009	T059900_2009	T059902_2009--T059900_2009
3664	T105169_2012	T059762_2009	T059757_2009	T059762_2009--T059757_2009
3665	T105170_2012	T057141_2009	T057147_2009	T057141_2009--T057147_2009
3666	T105171_2012	T056623_2009	T056626_2009	T056623_2009--T056626_2009
3667	T105172_2012	T059945_2009	T059876_2009	T059945_2009--T059876_2009
3668	T105173_2012	T059629_2009	T059642_2009	T059629_2009--T059642_2009
3669	T105174_2012	T058422_2009	T058468_2009	T058422_2009--T058468_2009
3670	T105175_2012	T104747_2009	T056617_2009	T104747_2009--T056617_2009
3671	T105176_2012	T059837_2009	T059839_2009	T059837_2009--T059839_2009
3672	T105177_2012	T056397_2009	T056398_2009	T056397_2009--T056398_2009
3673	T105178_2012	T057142_2009	T057144_2009	T057142_2009--T057144_2009
3674	T105179_2012	T059604_2009	T059607_2009	T059604_2009--T059607_2009
3675	T105181_2012	T056462_2009	T056584_2009	T056462_2009--T056584_2009
3676	T105182_2012	T059896_2009	T104795_2009	T059896_2009--T104795_2009
3677	T105183_2012	T059560_2009	T059559_2009	T059560_2009--T059559_2009
3678	T105184_2012	T059929_2009	T059930_2009	T059929_2009--T059930_2009
3679	T105185_2012	T059868_2009	T104792_2009	T059868_2009--T104792_2009
3680	T105186_2012	T056623_2009	T056626_2009	T056623_2009--T056626_2009
3681	T105187_2012	T059879_2009	T059880_2009	T059879_2009--T059880_2009
3682	T105188_2012	T059793_2009	T059955_2009	T059793_2009--T059955_2009
3683	T105189_2012	T056587_2009	T056555_2009	T056587_2009--T056555_2009
3684	T105190_2012	T056597_2009	T056469_2009	T056597_2009--T056469_2009
3685	T105191_2012	T056686_2009	T056688_2009	T056686_2009--T056688_2009
3686	T105192_2012	T057141_2009	T057147_2009	T057141_2009--T057147_2009
3687	T105193_2012	T055972_2008	T055780_2008	T055972_2008--T055780_2008
3688	T105194_2012	T059821_2009	T059860_2009	T059821_2009--T059860_2009
3689	T105195_2012	T059905_2009	T059910_2009	T059905_2009--T059910_2009
3690	T105196_2012	T058963_2009	T059385_2009	T058963_2009--T059385_2009
3691	T105197_2012	T059800_2009	T059959_2009	T059800_2009--T059959_2009
3692	T105198_2012	T059842_2009	T059841_2009	T059842_2009--T059841_2009
3693	T105199_2012	T058503_2009	T058485_2009	T058503_2009--T058485_2009
3694	T105200_2012	T059637_2009	T059612_2009	T059637_2009--T059612_2009
3695	T105201_2012	T056603_2009	T056604_2009	T056603_2009--T056604_2009
3696	T105203_2012	T059587_2009	T059586_2009	T059587_2009--T059586_2009
3697	T105205_2012	T059637_2009	T059612_2009	T059637_2009--T059612_2009
3698	T105206_2012	T059615_2009	T059633_2009	T059615_2009--T059633_2009
3699	T105207_2012	T059393_2009	T059395_2009	T059393_2009--T059395_2009
3700	T105208_2012	T059894_2009	T059893_2009	T059894_2009--T059893_2009
3701	T105209_2012	T059868_2009	T059870_2009	T059868_2009--T059870_2009
3702	T105210_2012	T059560_2009	T059559_2009	T059560_2009--T059559_2009
3703	T105211_2012	T059579_2009	T059630_2009	T059579_2009--T059630_2009
3704	T105212_2012	T059555_2009	T059556_2009	T059555_2009--T059556_2009
3705	T105213_2012	T059808_2009	T104793_2009	T059808_2009--T104793_2009
3706	T105214_2012	T056633_2009	T056634_2009	T056633_2009--T056634_2009
3707	T105216_2012	T057435_2009	T057413_2009	T057435_2009--T057413_2009
3708	T105217_2012	T056499_2009	T056500_2009	T056499_2009--T056500_2009
3709	T105218_2012	T058549_2009	T058552_2009	T058549_2009--T058552_2009
3710	T105220_2012	T059755_2009	T059774_2009	T059755_2009--T059774_2009
3711	T105221_2012	T056590_2009	T056591_2009	T056590_2009--T056591_2009
3712	T105222_2012	T056392_2009	T056391_2009	T056392_2009--T056391_2009
3713	T105223_2012	T058406_2009	T058478_2009	T058406_2009--T058478_2009
3714	T105224_2012	T056486_2009	T056652_2009	T056486_2009--T056652_2009
3715	T105225_2012	T057427_2009	T058559_2009	T057427_2009--T058559_2009
3716	T105226_2012	T059905_2009	T059910_2009	T059905_2009--T059910_2009
3717	T105227_2012	T059937_2009	T059828_2009	T059937_2009--T059828_2009
3718	T105228_2012	T056397_2009	T056398_2009	T056397_2009--T056398_2009
3719	T105229_2012	T059616_2009	T059614_2009	T059616_2009--T059614_2009
3720	T105230_2012	T057143_2009	T057146_2009	T057143_2009--T057146_2009
3721	T105232_2012	T059587_2009	T059586_2009	T059587_2009--T059586_2009
3722	T105233_2012	T059894_2009	T059893_2009	T059894_2009--T059893_2009
3723	T105234_2012	T059837_2009	T059797_2009	T059837_2009--T059797_2009
3724	T105235_2012	T056588_2009	T056589_2009	T056588_2009--T056589_2009
3725	T105236_2012	T056666_2009	T056667_2009	T056666_2009--T056667_2009
3726	T105237_2012	T056481_2009	T056631_2009	T056481_2009--T056631_2009
3727	T105238_2012	T056592_2009	T104741_2009	T056592_2009--T104741_2009
3728	T105239_2012	T059890_2009	T059914_2009	T059890_2009--T059914_2009
3729	T105240_2012	T059942_2009	T059901_2009	T059942_2009--T059901_2009
3730	T105242_2012	T056587_2009	T056555_2009	T056587_2009--T056555_2009
3731	T105243_2012	T059868_2009	T059870_2009	T059868_2009--T059870_2009
3732	T105244_2012	T056593_2009	T056479_2009	T056593_2009--T056479_2009
3733	T105245_2012	T059837_2009	T059839_2009	T059837_2009--T059839_2009
3734	T105246_2012	T058513_2009	T058511_2009	T058513_2009--T058511_2009
3735	T105247_2012	T059764_2009	T059751_2009	T059764_2009--T059751_2009
3736	T105248_2012	T059795_2009	T059921_2009	T059795_2009--T059921_2009
3737	T105249_2012	T104801_2009	T059591_2009	T104801_2009--T059591_2009
3738	T105250_2012	T059583_2009	T059568_2009	T059583_2009--T059568_2009
3739	T105251_2012	T065053_2010	T065014_2010	T065053_2010--T065014_2010
3740	T105252_2012	T059575_2009	T059547_2009	T059575_2009--T059547_2009
3741	T105253_2012	T058499_2009	T058498_2009	T058499_2009--T058498_2009
3742	T105254_2012	T059897_2009	T059798_2009	T059897_2009--T059798_2009
3743	T105255_2012	T059929_2009	T059930_2009	T059929_2009--T059930_2009
3744	T105256_2012	T056401_2009	T056402_2009	T056401_2009--T056402_2009
3745	T105257_2012	T056596_2009	T104742_2009	T056596_2009--T104742_2009
3746	T105258_2012	T056504_2009	T056557_2009	T056504_2009--T056557_2009
3747	T105259_2012	T058442_2009	T057407_2009	T058442_2009--T057407_2009
3748	T105261_2012	T059986_2009	T060023_2009	T059986_2009--T060023_2009
3749	T105262_2012	T059896_2009	T104795_2009	T059896_2009--T104795_2009
3750	T105265_2012	T058473_2009	T058471_2009	T058473_2009--T058471_2009
3751	T105266_2012	T059905_2009	T104778_2009	T059905_2009--T104778_2009
3752	T105267_2012	T059929_2009	T059924_2009	T059929_2009--T059924_2009
3753	T105268_2012	T085165_2009	T056418_2009	T085165_2009--T056418_2009
3754	T105269_2012	T056380_2009	T056421_2009	T056380_2009--T056421_2009
3755	T105270_2012	T058463_2009	T058428_2009	T058463_2009--T058428_2009
3756	T105271_2012	T058530_2009	T058436_2009	T058530_2009--T058436_2009
3757	T105272_2012	T059571_2009	T059578_2009	T059571_2009--T059578_2009
3758	T105273_2012	T056415_2009	T056416_2009	T056415_2009--T056416_2009
3759	T105275_2012	T056607_2009	T056608_2009	T056607_2009--T056608_2009
3760	T105276_2012	T104756_2009	T058437_2009	T104756_2009--T058437_2009
3761	T105277_2012	T056620_2009	T056622_2009	T056620_2009--T056622_2009
3762	T105278_2012	T059750_2009	T104809_2009	T059750_2009--T104809_2009
3763	T105279_2012	T059788_2009	T056385_2009	T059788_2009--T056385_2009
3764	T105280_2012	T059909_2009	T059891_2009	T059909_2009--T059891_2009
3765	T105282_2012	T056685_2009	T104754_2009	T056685_2009--T104754_2009
3766	T105283_2012	T059575_2009	T059547_2009	T059575_2009--T059547_2009
3767	T105284_2012	T059566_2009	T059620_2009	T059566_2009--T059620_2009
3768	T105285_2012	T059888_2009	T059791_2009	T059888_2009--T059791_2009
3769	T105287_2012	T057437_2009	T058404_2009	T057437_2009--T058404_2009
3770	T105288_2012	T059601_2009	T059600_2009	T059601_2009--T059600_2009
3771	T105289_2012	T056618_2009	T056622_2009	T056618_2009--T056622_2009
3772	T105290_2012	T059571_2009	T059578_2009	T059571_2009--T059578_2009
3773	T105292_2012	T058488_2009	T058490_2009	T058488_2009--T058490_2009
3774	T105293_2012	T056663_2009	T056664_2009	T056663_2009--T056664_2009
3775	T105294_2012	T058417_2009	T058531_2009	T058417_2009--T058531_2009
3776	T105296_2012	T058519_2009	T058520_2009	T058519_2009--T058520_2009
3777	T105297_2012	T059935_2009	T059943_2009	T059935_2009--T059943_2009
3778	T105298_2012	T059637_2009	T059612_2009	T059637_2009--T059612_2009
3779	T105299_2012	T057436_2009	T058402_2009	T057436_2009--T058402_2009
3780	T105301_2012	T059825_2009	T059877_2009	T059825_2009--T059877_2009
3781	T105302_2012	T059561_2009	T059635_2009	T059561_2009--T059635_2009
3782	T105303_2012	T104784_2009	T059831_2009	T104784_2009--T059831_2009
3783	T105304_2012	T059905_2009	T059910_2009	T059905_2009--T059910_2009
3784	T105305_2012	T104739_2009	T056506_2009	T104739_2009--T056506_2009
3785	T105306_2012	T059624_2009	T059597_2009	T059624_2009--T059597_2009
3786	T105307_2012	T059583_2009	T059568_2009	T059583_2009--T059568_2009
3787	T105308_2012	T059587_2009	T059586_2009	T059587_2009--T059586_2009
3788	T105309_2012	T056588_2009	T056589_2009	T056588_2009--T056589_2009
3789	T105310_2012	T059793_2009	T059955_2009	T059793_2009--T059955_2009
3790	T105312_2012	T059837_2009	T059934_2009	T059837_2009--T059934_2009
3791	T105313_2012	T059888_2009	T059944_2009	T059888_2009--T059944_2009
3792	T105314_2012	T057141_2009	T057147_2009	T057141_2009--T057147_2009
3793	T105315_2012	T059913_2009	T059859_2009	T059913_2009--T059859_2009
3794	T105319_2012	T058503_2009	T058485_2009	T058503_2009--T058485_2009
3795	T105320_2012	T058518_2009	T058423_2009	T058518_2009--T058423_2009
3796	T105322_2012	T104746_2009	T056610_2009	T104746_2009--T056610_2009
3797	T105323_2012	T057417_2009	T057416_2009	T057417_2009--T057416_2009
3798	T105324_2012	T057408_2009	T057411_2009	T057408_2009--T057411_2009
3799	T105325_2012	T056621_2009	T056554_2009	T056621_2009--T056554_2009
3800	T105326_2012	T059942_2009	T059805_2009	T059942_2009--T059805_2009
3801	T105327_2012	T059942_2009	T059805_2009	T059942_2009--T059805_2009
3802	T105328_2012	T104794_2009	T104786_2009	T104794_2009--T104786_2009
3803	T105329_2012	T058470_2009	T058472_2009	T058470_2009--T058472_2009
3804	T105330_2012	T059555_2009	T059556_2009	T059555_2009--T059556_2009
3805	T105331_2012	T059894_2009	T059893_2009	T059894_2009--T059893_2009
3806	T105332_2012	T056670_2009	T056671_2009	T056670_2009--T056671_2009
3807	T105333_2012	T056366_2008	T056050_2008	T056366_2008--T056050_2008
3808	T105334_2012	T104774_2009	T058447_2009	T104774_2009--T058447_2009
3809	T105335_2012	T059942_2009	T059901_2009	T059942_2009--T059901_2009
3810	T105336_2012	T058399_2009	T058401_2009	T058399_2009--T058401_2009
3811	T105337_2012	T056621_2009	T056554_2009	T056621_2009--T056554_2009
3812	T105339_2012	T056587_2009	T056555_2009	T056587_2009--T056555_2009
3813	T105340_2012	T056593_2009	T056479_2009	T056593_2009--T056479_2009
3814	T105342_2012	T058492_2009	T058443_2009	T058492_2009--T058443_2009
3815	T105343_2012	T056478_2009	T056470_2009	T056478_2009--T056470_2009
3816	T105344_2012	T056686_2009	T056688_2009	T056686_2009--T056688_2009
3817	T105345_2012	T059896_2009	T104795_2009	T059896_2009--T104795_2009
3818	T105346_2012	T059577_2009	T104807_2009	T059577_2009--T104807_2009
3819	T105348_2012	T059610_2009	T059625_2009	T059610_2009--T059625_2009
3820	T105349_2012	T057435_2009	T057413_2009	T057435_2009--T057413_2009
3821	T105350_2012	T056597_2009	T056553_2009	T056597_2009--T056553_2009
3822	T105352_2012	T058415_2009	T104772_2009	T058415_2009--T104772_2009
3823	T105353_2012	T056621_2009	T056554_2009	T056621_2009--T056554_2009
3824	T105354_2012	T058530_2009	T058436_2009	T058530_2009--T058436_2009
3825	T105355_2012	T058495_2009	T058496_2009	T058495_2009--T058496_2009
3826	T105356_2012	T059755_2009	T059743_2009	T059755_2009--T059743_2009
3827	T105357_2012	T058435_2009	T058534_2009	T058435_2009--T058534_2009
3828	T105358_2012	T059905_2009	T104778_2009	T059905_2009--T104778_2009
3829	T105360_2012	T059615_2009	T059595_2009	T059615_2009--T059595_2009
3830	T105361_2012	T059767_2009	T059758_2009	T059767_2009--T059758_2009
3831	T105362_2012	T059792_2009	T059836_2009	T059792_2009--T059836_2009
3832	T105364_2012	T059764_2009	T059751_2009	T059764_2009--T059751_2009
3833	T105365_2012	T057436_2009	T058402_2009	T057436_2009--T058402_2009
3834	T105366_2012	T059935_2009	T059835_2009	T059935_2009--T059835_2009
3835	T105367_2012	T059814_2009	T059796_2009	T059814_2009--T059796_2009
3836	T105368_2012	T056686_2009	T056688_2009	T056686_2009--T056688_2009
3837	T105369_2012	T056575_2009	T056576_2009	T056575_2009--T056576_2009
3838	T105371_2012	T059750_2009	T059732_2009	T059750_2009--T059732_2009
3839	T105372_2012	T058470_2009	T058472_2009	T058470_2009--T058472_2009
3840	T105373_2012	T104744_2009	T056606_2009	T104744_2009--T056606_2009
3841	T105374_2012	T059879_2009	T059816_2009	T059879_2009--T059816_2009
3842	T105375_2012	T056674_2009	T056675_2009	T056674_2009--T056675_2009
3843	T105376_2012	T059894_2009	T059893_2009	T059894_2009--T059893_2009
3844	T105377_2012	T056489_2009	T056609_2009	T056489_2009--T056609_2009
3845	T105378_2012	T068740_2008	T068738_2008	T068740_2008--T068738_2008
3846	T105379_2012	T059939_2009	T059883_2009	T059939_2009--T059883_2009
3847	T105380_2012	T057417_2009	T057416_2009	T057417_2009--T057416_2009
3848	T105381_2012	T059825_2009	T059892_2009	T059825_2009--T059892_2009
3849	T105382_2012	T056579_2009	T056580_2009	T056579_2009--T056580_2009
3850	T105383_2012	T059915_2009	T059820_2009	T059915_2009--T059820_2009
3851	T105384_2012	T059897_2009	T059798_2009	T059897_2009--T059798_2009
3852	T105386_2012	T056462_2009	T056586_2009	T056462_2009--T056586_2009
3853	T105387_2012	T059571_2009	T059578_2009	T059571_2009--T059578_2009
3854	T105388_2012	T058421_2009	T057434_2009	T058421_2009--T057434_2009
3855	T105389_2012	T056409_2009	T056384_2009	T056409_2009--T056384_2009
3856	T105390_2012	T059583_2009	T059594_2009	T059583_2009--T059594_2009
3857	T105393_2012	T054268_2008	T054798_2008	T054268_2008--T054798_2008
3858	T105394_2012	T056413_2009	T056414_2009	T056413_2009--T056414_2009
3859	T105396_2012	T056575_2009	T056576_2009	T056575_2009--T056576_2009
3860	T105397_2012	T059879_2009	T059957_2009	T059879_2009--T059957_2009
3861	T105398_2012	T059579_2009	T059630_2009	T059579_2009--T059630_2009
3862	T105399_2012	T059937_2009	T059911_2009	T059937_2009--T059911_2009
3863	T105401_2012	T057148_2009	T057145_2009	T057148_2009--T057145_2009
3864	T105402_2012	T059762_2009	T059776_2009	T059762_2009--T059776_2009
3865	T105403_2012	T058542_2009	T058547_2009	T058542_2009--T058547_2009
3866	T105405_2012	T104747_2009	T056617_2009	T104747_2009--T056617_2009
3867	T105406_2012	T059616_2009	T059614_2009	T059616_2009--T059614_2009
3868	T105408_2012	T059879_2009	T059880_2009	T059879_2009--T059880_2009
3869	T112943_2013	T058431_2009	T104769_2009	T058431_2009--T104769_2009
3870	T112991_2013	T065571_2010	T065541_2010	T065571_2010--T065541_2010
3871	T113039_2013	T064938_2010	T064908_2010	T064938_2010--T064908_2010
3872	T113087_2013	T065511_2010	T065286_2010	T065511_2010--T065286_2010
3873	T113183_2013	T065281_2010	T104836_2010	T065281_2010--T104836_2010
3874	T113231_2013	T056505_2009	T056466_2009	T056505_2009--T056466_2009
3875	T113279_2013	T064814_2010	T064798_2010	T064814_2010--T064798_2010
3876	T113327_2013	T064049_2010	T062025_2010	T064049_2010--T062025_2010
3877	T113375_2013	T064483_2010	T064452_2010	T064483_2010--T064452_2010
3878	T113423_2013	T065591_2010	T065700_2010	T065591_2010--T065700_2010
3879	T113471_2013	T065299_2010	T065747_2010	T065299_2010--T065747_2010
3880	T113519_2013	T065277_2010	T065505_2010	T065277_2010--T065505_2010
3881	T113567_2013	T064622_2010	T064620_2010	T064622_2010--T064620_2010
3882	T113615_2013	T059584_2009	T059585_2009	T059584_2009--T059585_2009
3883	T113663_2013	T064800_2010	T064801_2010	T064800_2010--T064801_2010
3884	T113759_2013	T066221_2010	T066158_2010	T066221_2010--T066158_2010
3885	T113807_2013	T066300_2010	T066299_2010	T066300_2010--T066299_2010
3886	T113855_2013	T065572_2010	T065294_2010	T065572_2010--T065294_2010
3887	T113903_2013	T064900_2010	T064898_2010	T064900_2010--T064898_2010
3888	T113951_2013	T104829_2010	T064887_2010	T104829_2010--T064887_2010
3889	T113999_2013	T065098_2010	T064964_2010	T065098_2010--T064964_2010
3890	T114047_2013	T065084_2010	T065055_2010	T065084_2010--T065055_2010
3891	T114095_2013	T065034_2010	T064950_2010	T065034_2010--T064950_2010
3892	T114191_2013	T064561_2010	T064628_2010	T064561_2010--T064628_2010
3893	T114239_2013	T065730_2010	T065510_2010	T065730_2010--T065510_2010
3894	T112901_2013	T065710_2010	T065556_2010	T065710_2010--T065556_2010
3895	T112902_2013	T065034_2010	T064950_2010	T065034_2010--T064950_2010
3896	T112903_2013	T064983_2010	T065099_2010	T064983_2010--T065099_2010
3897	T112905_2013	T064833_2010	T064654_2010	T064833_2010--T064654_2010
3898	T112906_2013	T064900_2010	T064902_2010	T064900_2010--T064902_2010
3899	T112907_2013	T064580_2010	T064702_2010	T064580_2010--T064702_2010
3900	T112908_2013	T065001_2010	T065096_2010	T065001_2010--T065096_2010
3901	T112911_2013	T065698_2010	T065593_2010	T065698_2010--T065593_2010
3902	T112912_2013	T064443_2010	T064047_2010	T064443_2010--T064047_2010
3903	T112913_2013	T065013_2010	T065094_2010	T065013_2010--T065094_2010
3904	T112914_2013	T064513_2010	T062043_2010	T064513_2010--T062043_2010
3905	T112915_2013	T064815_2010	T064615_2010	T064815_2010--T064615_2010
3906	T112916_2013	T064857_2010	T064831_2010	T064857_2010--T064831_2010
3907	T112917_2013	T065038_2010	T065109_2010	T065038_2010--T065109_2010
3908	T112918_2013	T065038_2010	T065109_2010	T065038_2010--T065109_2010
3909	T112919_2013	T065731_2010	T065298_2010	T065731_2010--T065298_2010
3910	T112920_2013	T065281_2010	T104836_2010	T065281_2010--T104836_2010
3911	T112921_2013	T104816_2010	T064356_2010	T104816_2010--T064356_2010
3912	T112922_2013	T065106_2010	T064987_2010	T065106_2010--T064987_2010
3913	T112923_2013	T064821_2010	T064796_2010	T064821_2010--T064796_2010
3914	T112924_2013	T064705_2010	T064665_2010	T064705_2010--T064665_2010
3915	T112926_2013	T065065_2010	T064975_2010	T065065_2010--T064975_2010
3916	T112927_2013	T064828_2010	T064822_2010	T064828_2010--T064822_2010
3917	T112928_2013	T064490_2010	T062042_2010	T064490_2010--T062042_2010
3918	T112929_2013	T064918_2010	T064915_2010	T064918_2010--T064915_2010
3919	T112931_2013	T064051_2010	T062032_2010	T064051_2010--T062032_2010
3920	T112932_2013	T062010_2010	T064449_2010	T062010_2010--T064449_2010
